countryA,countryB,troopsA,troopsB,modA,modB,winner,gdp_loss_A,gdp_loss_B
FRA,USA,48554,76277,71.7,95.62,USA,2051180675676.08,7109941731472.31
CAN,IND,167868,86967,52.79,87.09,CAN,11780763793235.45,8457081218194.97
JPN,USA,150417,148253,83.26,85.53,USA,8941881209040.87,12658952851203.14
JPN,CHN,133858,172377,74.99,73.89,CHN,13396988873135.88,18998772118500.0
IND,USA,133448,17731,63.84,92.87,USA,12659660022215.74,1850414300981.61
USA,FRA,32584,111225,64.52,75.51,FRA,1561645988497.3,9122272436391.57
USA,BRA,21598,115678,72.64,51.48,BRA,1506693264288.31,5445600973760.89
CAN,RUS,159517,113938,91.38,79.25,CAN,15116832828689.97,8545028254820.43
GBR,JPN,53813,10910,71.15,69.52,GBR,5524452493590.33,1129773996590.13
CHN,FRA,144802,178542,91.98,76.06,FRA,9038504903619.27,6864958391244.53
FRA,GBR,21684,57341,71.24,72.04,GBR,2063871396559.07,2707406335141.92
GER,GBR,198542,97718,91.5,74.84,GER,26481680754246.82,6165308513179.51
USA,JPN,114426,66850,96.58,55.43,USA,11652212432950.68,5203916948120.31
FRA,CHN,175635,170462,51.03,50.73,FRA,5847024017487.94,12433732467814.8
BRA,CHN,151113,74229,53.11,67.01,BRA,6692108905307.28,2773542937995.04
GBR,JPN,194537,73891,56.7,62.73,GBR,16094432370248.8,2973898257763.91
GER,CAN,83723,120805,56.11,62.5,GER,3138887981791.13,10436736333997.28
CAN,CHN,71320,145110,72.72,96.85,CAN,5122523331594.48,10854152979074.56
FRA,IND,113144,169287,88.2,90.95,IND,6884448919497.18,13873795223354.3
IND,JPN,42624,107101,98.07,50.67,IND,5869219910362.06,2738241953675.91
GER,CHN,13726,173971,70.89,50.44,CHN,1061019210933.53,8699443386886.02
CAN,IND,191465,184088,84.42,88.84,CAN,23007343919893.12,22329932331582.04
JPN,USA,142915,163318,81.78,99.24,USA,16901279825406.57,14013498173423.64
CAN,CHN,64929,190376,69.66,73.26,CHN,4473006857730.66,19259684245140.99
CAN,GER,199928,28862,86.06,71.66,CAN,24725406087896.15,1751566561813.27
GER,USA,23754,198898,79.6,63.79,USA,946719198832.57,14694766628904.23
GBR,USA,169925,163572,88.0,83.33,USA,10348982700256.82,10817796860043.77
GER,CHN,105324,92224,59.68,73.58,CHN,7756905114251.1,6886065728885.01
RUS,GBR,14567,91818,68.01,58.38,GBR,1016996958745.77,7119700785753.22
CHN,BRA,72118,139307,83.56,74.07,BRA,8984862813062.99,13913253258893.52
GBR,IND,199958,143591,56.24,68.82,GBR,14442625665542.7,5697085031302.4
IND,FRA,198796,16112,88.52,94.49,IND,20485573963584.6,2176002625646.81
GBR,IND,42150,142064,56.67,88.58,IND,3373281650331.83,12858561933188.84
BRA,IND,107364,15647,66.22,85.06,BRA,5952444549838.2,957246902017.58
IND,CAN,147534,104550,61.88,66.36,CAN,6094245840592.02,9236354223846.09
JPN,FRA,37560,148669,53.05,56.98,FRA,2086338959840.7,9616768455965.33
GER,RUS,94568,133594,63.53,93.23,GER,4436880359917.13,12555159734240.82
CAN,FRA,123246,126397,95.58,67.14,FRA,8626995773018.19,11131063562411.96
GER,BRA,144443,67170,51.35,79.65,GER,5980036814367.6,3765574146311.75
BRA,GER,95349,166705,50.84,79.54,GER,5696697815136.23,14336121893420.54
FRA,JPN,134460,157926,85.21,96.4,FRA,5999183620247.5,22255300688439.83
BRA,IND,195084,128153,68.34,58.59,BRA,17999021449158.07,8537286269455.86
RUS,USA,12932,133620,61.49,88.58,USA,884244625884.58,13005874579253.92
CAN,FRA,162542,182544,75.44,73.13,FRA,9864826222379.42,7067900369974.78
CAN,BRA,19778,119889,63.33,58.74,BRA,767984209006.53,4807212205684.02
USA,FRA,33033,129922,69.6,91.78,FRA,2965929531908.89,13261758128029.03
FRA,RUS,151376,87565,85.77,91.01,RUS,12157753024225.74,9584057694760.59
USA,GBR,137441,118688,55.85,52.01,GBR,7178885785296.83,8640938822720.58
JPN,BRA,155479,88615,97.98,85.47,JPN,14780755098320.57,10386631247391.3
CHN,GER,12521,90636,52.13,57.68,CHN,596512069093.06,4494888468630.33
CHN,FRA,136631,29015,90.33,80.52,FRA,12505529488626.1,2779798322421.73
GER,CAN,94622,11757,86.23,82.19,CAN,9225233731394.54,931442794395.31
CHN,IND,127257,173157,64.1,83.26,IND,7594961176509.28,14086356483773.16
CAN,GER,124647,31863,55.92,56.0,CAN,10265111233574.03,2579195044648.58
BRA,CAN,141855,36098,92.62,79.92,BRA,11793014868738.49,3556347292433.57
FRA,IND,52666,187292,83.98,54.99,IND,3159910084119.01,15121635252092.17
GER,RUS,157870,156367,64.54,87.28,RUS,15081643120641.04,17398674688206.22
GER,USA,86303,179627,50.85,53.19,GER,3493491884261.2,11709495556224.54
FRA,CAN,11103,35821,96.92,87.89,CAN,1206161559777.22,2920337884416.91
CAN,USA,195115,52372,70.21,94.17,CAN,18201210111085.75,2991193321975.1
JPN,CHN,80845,31833,58.81,64.93,JPN,2396186228873.08,2336259810043.8
JPN,CAN,175011,63990,95.59,88.91,JPN,13096486931085.01,5509574967029.46
GER,GBR,84170,101528,67.95,70.88,GER,5901422118189.84,7847586485612.68
JPN,IND,22135,149621,73.16,89.89,IND,1548006579686.82,10521634587521.73
CAN,JPN,129433,97968,84.93,84.31,CAN,6296684432065.99,5749033686742.25
RUS,CAN,107580,49498,90.97,64.46,RUS,9268512865300.8,2441183759182.94
RUS,CHN,96481,161591,55.01,59.69,CHN,3215964380167.32,11164519572711.58
USA,IND,49404,135829,94.93,95.74,USA,3516967160087.85,18894412827079.24
GBR,RUS,12589,57376,96.63,91.95,RUS,1519072176558.76,7870907388778.87
IND,FRA,19695,58547,62.96,83.0,IND,841473591012.74,6358902851108.85
CHN,IND,15722,144213,74.87,67.47,IND,1371647542851.32,14181826106610.7
JPN,FRA,59874,152140,92.89,75.52,FRA,8192322003765.06,9006268769330.76
RUS,CHN,141913,106878,74.37,77.89,CHN,7883438755726.51,4192046789168.9
BRA,FRA,159803,63705,74.1,54.3,FRA,8993950046352.85,2401022167975.29
FRA,GER,135101,155328,80.93,98.61,GER,15886957575796.78,17376580361245.7
GBR,CHN,10645,174036,88.37,54.59,CHN,1096069084910.38,13294631548763.79
USA,GER,42116,126562,83.28,86.08,GER,4454834992490.84,15415576375123.09
IND,GER,50983,15830,81.33,74.64,IND,5355083118589.4,1572234359088.47
RUS,GER,39402,25868,68.58,87.99,RUS,3323481963659.75,2873413446636.12
USA,FRA,59158,147751,81.5,63.05,USA,7120519918408.32,7491190533320.22
GBR,BRA,46469,152794,55.16,69.76,GBR,1985981845648.71,6264276842297.67
FRA,GBR,70576,23989,70.48,76.28,FRA,5065419138032.75,1875870807570.18
CHN,USA,23908,132850,59.42,56.04,USA,1653637575742.74,6218101541202.03
RUS,CAN,70269,65701,76.88,92.59,CAN,6521827140016.92,3821395823348.28
FRA,RUS,52231,121736,63.1,99.58,RUS,2281269429097.59,11616443436064.11
IND,CHN,55221,24919,75.3,70.88,IND,5719306263298.43,1811422237613.76
JPN,FRA,153787,182378,88.87,68.84,FRA,17967927011536.71,15998357066207.2
GBR,JPN,48398,123916,71.7,79.7,JPN,2651755640148.1,12919797514669.86
IND,CHN,72372,152108,60.94,84.43,CHN,4603986660576.07,12438690598439.82
CHN,GBR,45324,116614,61.15,93.43,CHN,2202552560624.87,15479072077873.49
FRA,CHN,160410,30999,95.31,68.64,FRA,13238653185262.2,2742160260843.33
CAN,JPN,148459,199654,89.05,88.24,JPN,13663337063178.34,16428310830841.44
CHN,RUS,167247,127154,51.83,62.0,CHN,9010431206886.47,6703428499983.52
GER,CHN,40795,51543,97.14,84.02,GER,4089707418358.43,3542055657993.66
RUS,FRA,137799,64560,55.63,73.34,RUS,8004787471282.61,4562856075100.5
JPN,GBR,140920,163860,82.65,83.08,GBR,13232096046704.92,11303897907711.36
GBR,BRA,178501,89805,77.58,68.99,GBR,7141118444537.09,6002546711015.84
BRA,USA,73105,131764,52.33,64.72,USA,2447865122003.37,9186226948297.73
FRA,CHN,13801,70048,64.76,74.3,CHN,867170055400.74,3466312598099.76
CAN,FRA,148485,162293,88.79,94.76,FRA,15931880860412.45,19959136173305.34
BRA,CHN,120375,172829,65.34,83.74,CHN,7938677289327.57,8866513876066.68
RUS,GBR,27665,69115,74.02,80.58,GBR,2311701245150.9,5036730659005.64
RUS,GER,106636,189347,84.9,85.99,RUS,13314391396157.3,10831491818146.0
GBR,BRA,119391,118573,53.58,86.46,BRA,7868494371581.79,8241310863636.75
CAN,GBR,18187,127173,91.63,64.74,GBR,2399508996724.33,7889407529939.66
RUS,JPN,74989,118192,52.08,61.64,RUS,2026901505504.82,9097147535761.31
BRA,FRA,35784,34324,63.12,75.46,BRA,2139312603717.32,2919123823557.19
CAN,GBR,59454,193825,88.15,57.39,GBR,4478576352252.58,9574684187108.42
BRA,IND,154877,169806,95.59,73.74,BRA,17848116422066.89,13659715271344.67
CHN,GER,51715,60605,88.02,84.65,GER,6506521268396.72,4085413097853.3
IND,GER,63411,160662,61.35,50.37,IND,2101839545824.37,10831800660913.82
CAN,FRA,130451,104364,99.29,55.56,CAN,7218203295218.85,5700644664714.76
USA,CHN,52186,164168,70.67,98.11,CHN,4325198249074.54,19597282080847.44
IND,GER,83111,193214,68.82,96.4,IND,4839357240644.02,15122847466484.12
IND,USA,117729,104984,93.26,70.9,USA,7718898721118.82,8762866502026.18
CAN,GBR,38093,53261,53.31,79.5,GBR,2954168427444.81,6041427251377.84
JPN,GER,84625,86986,77.8,57.76,GER,3384519383735.54,3053847784207.78
RUS,USA,32474,106111,98.28,66.55,USA,2470223325145.62,7701551423371.21
CHN,USA,18154,66698,55.01,89.65,USA,830521421280.12,5984812557413.35
JPN,FRA,163136,60502,77.04,92.8,JPN,16122512114304.91,5844563629551.36
JPN,GER,170470,189056,56.62,70.26,JPN,10248449295744.8,9227049722053.1
USA,GER,111666,197562,94.5,65.55,USA,8741257135843.21,6826315075522.69
FRA,GBR,184941,48202,79.39,84.08,GBR,9833312432266.88,2315371551211.46
CAN,FRA,19646,71445,61.73,85.9,FRA,870610480421.38,4812354545439.76
BRA,RUS,69671,95869,65.35,99.19,BRA,2452664237333.45,12879308658836.02
RUS,CAN,126700,191044,75.83,84.87,CAN,12844402384028.34,21188423282537.1
JPN,GBR,35391,150607,86.27,62.01,GBR,1884322517196.71,13965540910640.42
CHN,RUS,169894,179959,74.37,53.0,RUS,16717774048174.6,11831819721704.73
FRA,BRA,124059,28679,59.46,62.88,BRA,4715176249921.22,1535045312667.17
USA,IND,47872,124691,85.41,61.33,IND,5748170948670.76,10846282879796.34
GER,USA,85048,98901,55.92,54.64,USA,5604679064056.44,6974931222370.06
RUS,IND,170412,141102,90.47,72.22,IND,13135990612953.0,12217625047192.12
GER,CAN,91605,130640,69.78,64.41,CAN,5706275718680.73,8718303038094.68
IND,FRA,124610,68996,82.64,96.25,IND,8078782595289.03,8082524134017.26
JPN,GER,124559,149204,67.24,70.2,GER,5956858718382.54,15278356719146.83
GBR,RUS,145574,92805,83.45,93.83,GBR,17142623795289.18,11862691274561.61
RUS,GBR,107772,66644,94.46,65.34,RUS,6967452924484.29,3023894739455.1
BRA,USA,58020,134080,85.07,91.57,USA,3336328825131.53,7337837462243.33
FRA,RUS,99543,136238,83.57,72.73,RUS,7156409221390.83,5118242655276.64
CHN,BRA,30971,102091,87.87,51.62,BRA,4039481988787.43,6391216942835.48
RUS,GBR,199448,31227,75.01,74.35,GBR,14435850898742.21,1808362252436.66
BRA,CHN,16037,112342,61.01,61.34,CHN,836949912357.08,8394599168408.59
CAN,GBR,191379,102238,90.78,65.37,CAN,26033778180934.13,4572539483238.05
GER,GBR,117596,159746,82.42,84.22,GBR,12019408272219.0,12602284729873.05
CAN,CHN,168433,14596,65.69,76.48,CAN,15984113996901.78,573299514348.32
FRA,GER,24466,26588,63.79,94.43,FRA,1168898068550.75,1528142813530.94
USA,GBR,19627,64654,75.0,96.8,GBR,1846120911646.94,3638806555808.87
JPN,USA,162665,104540,60.37,84.55,JPN,13655196777555.52,11407054466331.4
RUS,IND,61697,168298,93.91,93.18,IND,5964213112384.58,22023024005942.02
GBR,CAN,33149,22453,89.43,59.75,CAN,2738823679729.07,904981942088.43
GER,BRA,26737,69552,65.42,53.96,BRA,1392146050493.85,3845262573768.31
GER,FRA,77854,100117,52.47,66.65,GER,4359835596978.06,4338593843936.47
RUS,USA,186559,116124,52.59,66.29,USA,6791120885801.64,9846885634448.33
IND,CAN,35314,34524,64.86,83.25,CAN,2134230206949.67,3796233196706.57
CAN,JPN,45287,125219,57.38,92.02,CAN,3072667212937.88,14808169523598.22
GER,USA,171523,41843,93.67,64.84,GER,18513727328606.02,2039016847866.32
BRA,FRA,80963,73140,71.04,71.24,FRA,6901238147429.24,4364091891396.95
CHN,BRA,178443,22744,67.4,55.25,CHN,13068257645361.76,890353813268.99
JPN,CHN,165702,116320,60.89,70.64,CHN,5071749304765.64,4135461422556.26
GER,JPN,192308,48910,92.06,60.72,GER,9325263116058.8,1676802432169.21
BRA,JPN,43667,148554,89.62,69.12,BRA,4227687670636.38,15262219331161.19
FRA,GER,102214,181153,69.22,63.32,GER,10371501300618.86,16209848102278.26
FRA,CAN,35099,173096,58.47,90.44,CAN,1425124602395.05,9070827627704.42
JPN,RUS,107170,155102,97.6,50.2,RUS,12733494411118.44,7485052917699.24
IND,CHN,87604,166544,65.79,66.94,CHN,5378746675677.31,16438066090356.16
GBR,CHN,92635,85048,88.55,98.46,CHN,5242667091277.66,4643179132814.57
JPN,FRA,179170,160117,73.15,83.95,JPN,6989536887265.29,15710117081580.07
USA,BRA,168945,37135,89.08,88.61,USA,18261306754376.44,1995643415491.88
IND,GER,164630,74273,74.08,92.99,GER,7853360655544.17,5856782957780.84
GER,RUS,40518,109968,96.28,68.09,RUS,3114666877302.72,4096485188398.28
JPN,GBR,62763,191749,90.02,53.3,GBR,5092785548435.71,11225166309365.31
CAN,BRA,69172,131445,63.01,70.53,CAN,5256202608239.45,11148532913841.2
FRA,GER,144822,111958,71.52,82.64,FRA,9193548522499.63,5009273380282.29
BRA,CHN,152953,23733,55.03,68.54,BRA,7459839492553.97,1633389693690.9
JPN,GER,160678,73832,95.17,72.42,JPN,19791809389188.61,4272035643272.88
CAN,BRA,26819,144170,53.46,91.28,BRA,726946517928.7,15912539639406.16
IND,GBR,102013,95160,50.91,51.81,GBR,6512149522129.44,4981019126075.07
USA,CHN,169827,119318,74.82,66.74,CHN,12982213899731.06,4115178004683.62
BRA,CHN,35811,67119,80.16,74.42,CHN,2990128985240.52,3823643204279.85
CHN,GBR,199194,196952,61.16,64.96,CHN,10301293555841.77,12633506938113.66
USA,BRA,47697,195552,78.53,72.29,BRA,2219173810732.61,8430194096299.18
GER,CHN,71196,181618,94.78,70.09,GER,3986838673329.34,17637705766475.08
CAN,FRA,123100,53887,81.31,96.2,CAN,8415750292825.32,7239360507202.46
JPN,CHN,159416,155322,72.79,74.66,JPN,14160950323059.27,7103539866676.68
JPN,GER,30656,46382,57.22,73.82,JPN,2441199411832.8,4736065673232.31
RUS,CHN,167454,59999,58.45,62.72,RUS,12843003061540.81,4036389452302.01
FRA,RUS,172103,57022,74.22,52.32,FRA,16578433376617.05,4073916564510.31
GER,CAN,70574,176544,73.16,64.97,GER,2611058360557.36,12936455182144.65
CAN,IND,67529,13893,76.12,51.36,CAN,3555095885426.5,1011040025441.18
JPN,GBR,142566,111298,75.39,91.34,GBR,15532809662506.01,9757478538046.52
CHN,CAN,159435,178373,67.06,60.21,CAN,14650284887469.15,16091359720348.73
BRA,GER,162884,61594,84.79,95.56,BRA,8656060398933.26,7990275731056.67
GER,JPN,161509,139617,60.61,94.29,JPN,11122103936739.14,14867621243617.21
IND,RUS,116741,122696,92.62,83.23,RUS,10089093639256.47,9109695065617.52
CHN,GBR,106060,50109,59.72,93.13,CHN,3215608042769.39,5206642031908.78
BRA,GER,17160,69087,70.79,93.9,GER,1579466050023.71,7972262261667.18
GBR,IND,182415,184262,60.54,88.82,IND,15936376891374.8,13791014541815.65
FRA,CHN,33593,143738,80.92,75.4,CHN,3862291444270.81,11281061393749.03
GER,FRA,141356,117705,73.88,97.5,FRA,9235073110044.82,15954679457114.92
CAN,JPN,189155,63513,68.72,90.89,CAN,16738912363423.31,8383657941475.62
USA,RUS,178923,124307,73.76,56.35,USA,13170087957370.66,7832200683942.58
BRA,USA,30378,104013,71.06,71.0,USA,3194884873519.41,4799985367562.38
IND,JPN,149563,119932,92.76,76.98,JPN,20300466472464.02,11700673140002.64
JPN,USA,75500,26169,56.21,76.47,USA,5404245423652.08,1496172900268.86
USA,CHN,76436,27668,89.66,68.98,USA,6656706181187.9,1078193012350.25
CHN,IND,11459,61810,82.77,76.58,IND,1329626388904.24,4122703439278.78
FRA,GBR,154752,161017,67.42,54.65,GBR,7552871860854.54,6765014644539.29
CAN,JPN,29305,65159,95.96,82.76,JPN,2008363690791.27,5472384740549.29
USA,RUS,176373,151151,58.85,74.89,USA,10983507126301.55,5686113652882.44
IND,USA,173764,128700,65.51,89.38,IND,15016084560088.84,13570243885678.93
BRA,USA,180419,28362,68.74,84.67,BRA,6971400290790.55,2261344532592.32
CAN,BRA,158261,153991,82.39,55.64,CAN,16751290748393.97,6506970193193.52
GBR,CHN,148667,161872,97.32,67.54,CHN,20969327537855.67,8430866708346.12
JPN,CAN,74370,64648,79.67,86.81,JPN,6197784706364.55,3043574808191.88
FRA,CAN,11921,104410,92.82,66.84,CAN,789516239148.03,5043270196767.84
USA,RUS,113276,67026,95.25,78.35,RUS,12210043388763.86,3248009337418.15
FRA,RUS,12387,61376,73.32,98.06,RUS,632897012506.85,5636742700007.89
FRA,CHN,86266,104834,73.62,54.0,FRA,5655424050437.23,5628083062063.83
FRA,GER,90366,24156,62.5,59.51,FRA,6775350110498.41,1902712458296.53
BRA,GER,14825,53039,80.08,74.03,GER,1046327480499.85,4184593933173.19
FRA,GER,15282,26239,56.0,86.92,GER,842433876003.77,2479916106418.79
GBR,RUS,154941,148161,81.72,66.51,GBR,13234183452416.36,5885266985114.1
CHN,IND,25451,23014,94.64,55.87,CHN,2022006530821.58,1093784592332.21
IND,CHN,158977,60105,88.04,65.79,CHN,8066317254185.88,5126722570505.35
CAN,CHN,143770,15917,82.46,82.22,CAN,11984382669782.36,1418982940054.3
GBR,FRA,161068,25350,91.92,89.63,GBR,14624967959657.66,1988773300406.21
CAN,BRA,157964,146814,86.49,98.85,BRA,12658132966296.74,13511794068086.06
IND,GER,58068,125236,76.48,88.07,IND,3039948180726.95,6792799859279.42
CHN,CAN,81726,90197,76.05,74.61,CHN,3432821975709.51,3541508042907.28
GER,GBR,88702,117554,55.35,64.63,GBR,6513356772526.39,4894600412108.04
CAN,IND,125962,152815,71.72,96.38,IND,9326038130141.04,11733659914718.5
CAN,JPN,170761,28891,76.12,76.71,CAN,19241935808140.77,1735695921760.58
CHN,FRA,41604,38483,73.5,84.44,CHN,4518773519659.74,3909614023506.34
USA,CHN,124751,41135,88.8,73.62,USA,11965037652153.4,2000144084234.35
GBR,FRA,79457,105093,58.05,62.11,GBR,4566769933828.64,8218418956806.76
USA,FRA,104527,152754,89.74,77.35,FRA,6439432109338.69,14285358195818.08
USA,FRA,158315,22798,87.08,92.0,USA,12123020799029.58,1366254455725.38
USA,RUS,53787,104575,95.04,69.17,USA,6571092744264.51,8395140048943.18
FRA,GER,175387,184991,68.67,83.44,GER,17623520038235.84,12778367032793.54
JPN,GBR,42035,24198,58.83,52.12,GBR,2719654702642.07,764665093535.92
CAN,CHN,44844,117378,87.93,96.83,CHN,4404105178196.31,12762665857290.9
USA,JPN,26820,196574,79.42,98.5,JPN,3072557594528.57,25035619751594.44
GBR,GER,56676,42104,85.62,69.31,GBR,3042461188634.76,4268052822638.48
JPN,RUS,59914,17603,99.84,74.92,JPN,6650625069149.22,1384985134707.86
JPN,CAN,141807,160081,59.73,58.03,CAN,9193251446671.72,9906634056819.18
USA,GBR,82750,48661,70.55,59.81,GBR,4116508925068.69,2803322597747.96
BRA,RUS,33968,171037,59.63,80.1,RUS,2580339096142.38,11078247294175.93
USA,BRA,54624,164856,93.03,81.35,BRA,3146619299775.33,8624682354797.4
BRA,JPN,112398,39340,50.85,67.08,JPN,3219115156807.18,2111649377438.51
USA,BRA,65746,80297,56.76,68.7,USA,3680078446292.47,4600520438938.52
GBR,USA,80264,164641,62.39,75.31,USA,4004966015411.42,15328891082824.64
BRA,USA,134458,59411,88.57,96.99,BRA,11147915805981.89,3622827470101.07
FRA,GBR,46497,118004,81.42,57.48,FRA,2319212095349.61,4658505232901.95
JPN,BRA,148313,168326,69.43,77.58,JPN,9807328568556.25,19223073202853.88
USA,IND,27057,110148,57.94,52.91,IND,1472873144311.52,3327109892819.37
JPN,BRA,59700,115573,66.08,72.92,BRA,5785536461709.68,12045368837020.27
USA,IND,24432,168232,87.17,69.86,IND,2603781439942.83,7596505996086.05
CAN,IND,71488,22206,69.1,58.21,CAN,7016636647579.47,1339924441004.14
CAN,GER,109199,54211,73.13,58.2,GER,10231549476215.93,2827644399874.61
RUS,IND,28953,11533,80.43,72.5,IND,2999032838412.91,752696644813.76
USA,GBR,125864,81132,95.64,56.33,USA,16440892665371.0,5491956410355.26
RUS,JPN,39347,183455,62.51,64.74,JPN,1859035853535.53,13728813921446.42
CHN,GBR,31249,16358,72.4,53.56,CHN,2096618224112.7,1264319624851.06
CHN,CAN,194530,130190,65.52,64.86,CHN,17526824354956.85,10288644527088.72
JPN,IND,123346,64395,73.31,76.68,JPN,5126328289484.09,5466649572547.36
BRA,IND,188740,173107,84.82,87.19,BRA,8887287178480.87,10201540898701.98
USA,FRA,93442,175531,74.1,91.52,USA,7948807204098.48,15689326626386.29
IND,USA,115781,182359,91.73,66.89,IND,14969830604200.53,12163857635289.02
USA,BRA,143874,161209,77.66,96.94,USA,14460992351886.68,17797771020940.14
USA,CAN,111426,135774,69.29,62.03,CAN,10029053071040.74,7294115457194.62
IND,CAN,121086,178594,89.12,54.03,IND,9279737831362.5,6227423674523.56
CHN,USA,28033,102459,71.57,96.25,USA,2190185902280.56,13594131328196.02
RUS,GER,45088,48941,75.78,76.99,GER,4344243446074.5,2006139925426.46
JPN,RUS,119001,183129,99.73,67.57,RUS,15354610252293.65,7856778369373.64
CHN,GBR,27527,170761,89.32,94.91,GBR,2656890010355.6,15495601264620.5
IND,JPN,153036,83588,92.76,88.79,JPN,18459145740787.08,10307047744849.78
USA,GBR,51005,96938,79.64,91.62,GBR,2140521807607.32,5351491449485.53
CHN,JPN,14406,81240,67.41,64.62,JPN,1400930577351.73,6497042366615.66
GBR,IND,192833,181751,99.56,93.67,GBR,26313883495697.38,13390814221615.55
CAN,JPN,104538,104846,62.2,82.49,JPN,3588964826072.63,4980960454631.21
USA,GER,144191,67428,93.64,86.9,USA,12412895058399.28,8173861934983.36
GER,USA,68935,175117,95.57,65.62,USA,9351196752130.54,16919828235144.04
IND,CHN,68327,53671,90.88,62.25,IND,6288848778819.24,2111031651129.87
FRA,BRA,193821,56903,55.7,70.41,FRA,6385684009187.49,5593320050240.89
BRA,GER,69094,190742,92.71,78.76,GER,9393657717614.34,17247892032044.57
FRA,RUS,111815,21715,83.19,83.3,FRA,7985498164005.5,1268862892340.85
CHN,USA,112132,162882,84.04,74.9,CHN,9576819195943.97,14292123797358.32
USA,JPN,92485,50583,89.33,84.94,JPN,9351497208959.03,5634426209154.54
BRA,GER,148723,103497,74.53,85.42,BRA,14768539288838.63,8785584121729.48
BRA,JPN,167968,30706,63.36,83.3,JPN,14612886635932.18,3604970837037.38
JPN,USA,107196,31316,78.75,62.55,JPN,9733608487441.12,2014789861824.68
FRA,RUS,117396,177667,55.43,72.32,RUS,9425874657561.51,8806513735356.36
USA,RUS,20370,69655,83.74,88.29,RUS,1226493335266.08,7436809061319.2
